EmployeeID,SpecialtyID
7675-1,7001
2600-1,7001
2600-2,7001
4950-2,7001
5990-1,7002
5990-2,7002
6063-1,7002
6063-2,7002
2600-1,7002
2600-2,7002
2030-1,7003
2030-2,7003
7650-1,7003
9028-1,7003
7690-1,7003
8200-1,7003
7610-1,7003
7610-2,7003
4600-1,7003
2170-1,7003
5900-1,7003
4950-2,7003
2600-1,7003
5990-1,7004
2600-1,7004
8900-2,7005
3850-1,7005
8000-1,7005
2650-1,7006
8000-1,7006
3300-1,7007
6800-1,7007
6800-2,7007
2170-1,7007
2600-1,7007
5300-1,7008
5300-2,7008
3300-1,7008
6800-1,7008
6800-2,7008
3850-1,7008
4600-1,7008
5900-1,7008
2170-1,7008
7675-2,7009
3800-1,7009
3850-2,7009
4950-1,7009
7675-1,7009
5300-1,7009
5300-2,7009
3300-1,7009
6800-1,7009
6800-2,7009
3850-1,7009
4600-1,7009
5900-1,7009
4950-2,7009
2170-1,7009
2600-1,7009
4300-1,7010
4300-2,7010
5550-1,7010
7700-1,7010
2030-1,7010
7690-1,7010
3800-1,7010
4950-1,7010
7675-1,7010
5300-1,7010
5300-2,7010
8000-1,7010
3300-1,7010
6800-1,7010
6800-2,7010
3850-1,7010
5900-1,7010
2170-1,7010
2600-1,7010
6300-1,7012
4850-1,7012
7675-1,7012
8000-1,7012
3850-1,7012
6500-1,7013
3850-2,7013
4950-1,7013
3850-1,7013
2600-1,7013
3525-1,7014
5990-1,7014
5300-1,7014
2600-1,7014
2600-1,7015
3525-2,7016
5350-1,7016
6000-1,7016
4300-1,7016
4300-2,7016
3850-2,7016
2600-2,7016
4950-2,7016
6800-2,7016
5900-1,7016
5550-1,7017
3300-1,7017
2170-1,7017
7485-1,7018
9070-1,7018
6300-1,7018
7610-1,7018
7610-2,7018
5350-1,7018
7690-1,7018
4300-2,7018
5300-2,7018
7675-1,7018
6800-1,7018
5300-1,7018
3300-1,7018
6800-2,7018
2170-1,7018
2600-1,7018
8900-1,7019
3800-2,7019
2625-1,7019
7700-2,7019
9027-1,7019
2030-2,7019
7650-1,7019
9070-1,7019
7700-1,7019
6300-1,7019
2030-1,7019
3800-1,7019
7610-1,7019
7610-2,7019
3850-2,7019
2600-2,7019
5300-2,7019
7675-1,7019
6800-1,7019
5300-1,7019
3300-1,7019
6800-2,7019
3850-1,7019
2170-1,7019
2600-1,7019
7675-2,7020
2650-1,7020
9027-1,7020
7650-1,7020
9070-1,7020
3800-1,7020
7610-1,7020
7675-1,7020
4600-1,7022
4600-1,7023
2170-1,7023
2600-1,7023
6500-2,7024
3800-2,7024
6500-1,7024
4300-1,7024
6300-1,7024
7650-1,7024
4300-2,7024
9070-1,7024
3800-1,7024
2600-2,7024
6800-1,7024
6800-2,7024
2600-1,7024
6063-1,7026
3800-2,7027
6300-1,7027
3800-1,7027
7675-1,7027
6800-1,7027
2600-1,7027
3560-1,7028
9027-2,7028
2650-1,7028
9027-1,7028
7675-1,7028
2600-1,7028
5550-2,7029
6500-2,7029
9027-2,7029
5550-1,7029
6500-1,7029
7690-1,7029
3800-2,7029
2650-1,7029
9027-1,7029
6300-1,7029
3800-1,7029
6800-1,7029
6800-2,7029
7675-1,7029
2600-1,7029
2625-1,7030
9027-2,7030
7610-2,7030
4950-1,7030
7650-1,7030
7690-1,7030
9070-1,7030
9027-1,7030
2600-2,7030
6300-1,7030
3800-1,7030
3850-1,7030
6800-1,7030
6800-2,7030
2170-1,7030
7675-1,7030
2600-1,7030
5550-2,7031
6500-2,7031
5550-1,7031
6500-1,7031
3800-2,7031
7610-1,7031
7610-2,7031
2600-2,7031
6300-1,7031
3800-1,7031
6800-1,7031
6800-2,7031
2170-1,7031
7675-1,7031
2600-1,7031
2625-1,7032
9027-2,7032
7650-1,7032
3800-2,7032
9027-1,7032
3300-1,7032
2600-2,7032
3800-1,7032
6800-1,7032
6800-2,7032
2170-1,7032
7675-1,7032
2600-1,7032
7200-2,7033
7200-1,7033
7485-1,7033
6063-2,7033
6063-1,7033
4300-1,7033
2625-1,7033
3850-2,7033
4300-2,7033
4950-2,7033
7650-1,7033
3800-2,7033
2600-2,7033
3800-1,7033
2170-1,7033
2600-1,7033
3560-1,7034
2650-1,7034
6300-1,7034
7675-1,7034
8900-1,7035
7675-2,7035
5900-1,7035
4950-2,7035
7650-1,7035
6800-1,7035
6800-2,7035
2170-1,7035
7675-1,7035
2600-1,7035
8900-1,7036
4600-1,7036
5300-1,7036
5900-1,7036
7650-1,7036
2170-1,7036
2600-1,7036
3525-2,7037
6063-2,7037
6063-1,7037
7200-2,7038
7200-1,7038
2030-2,7038
7675-2,7038
6063-2,7038
4300-1,7038
8000-1,7038
4300-2,7038
2650-1,7038
7650-1,7038
6800-1,7038
6800-2,7038
7675-1,7038
2170-1,7038
2600-1,7038
7200-2,7039
7200-1,7039
7675-2,7039
8000-1,7039
2650-1,7039
6300-1,7039
7675-1,7039
2625-1,7040
7690-1,7040
4850-1,7041
8100-1,7042
3525-1,7042
5990-2,7042
7700-2,7042
3525-2,7042
7485-1,7042
7700-1,7042
2030-1,7042
2030-2,7042
5990-1,7042
6500-2,7042
7200-2,7042
7200-1,7042
6500-1,7042
6063-1,7042
6063-2,7042
9027-2,7042
7675-2,7042
3850-2,7042
7610-1,7042
7610-2,7042
4300-1,7042
2625-1,7042
4300-2,7042
4600-1,7042
9027-1,7042
3800-2,7042
3300-1,7042
3850-1,7042
6300-1,7042
7650-1,7042
3800-1,7042
6800-1,7042
6800-2,7042
7675-1,7042
2600-1,7042
5990-1,7043
8900-2,7044
8200-1,7044
6000-1,7044
2030-1,7044
6063-2,7044
5900-1,7045
2600-1,7045
5550-2,7046
7700-2,7046
8900-1,7046
7700-1,7046
5550-1,7046
4950-1,7046
7690-1,7046
7610-2,7046
4950-2,7046
3300-1,7046
6800-1,7046
6800-2,7046
2170-1,7046
2170-1,7047
7200-2,7048
5990-1,7048
6063-1,7048
7675-1,7048
2170-1,7048
2030-1,7049
7610-1,7049
8000-1,7049
7610-2,7049
5300-1,7049
9027-1,7049
3300-1,7049
7675-1,7049
2170-1,7049
7610-2,7050
6063-2,7051
6800-2,7051
5900-1,7052
7690-1,7053
3300-1,7053
6800-1,7053
2170-1,7053
7200-1,7054
2600-1,7054
5300-2,7055
7690-1,7055
3300-1,7055
6800-1,7055
2170-1,7055
3525-1,7056
8900-2,7056
5350-1,7056
3525-2,7056
8900-1,7056
6500-2,7056
6500-1,7056
7200-2,7056
7675-2,7056
3850-2,7056
5990-1,7056
7610-1,7056
8000-1,7056
3850-1,7056
7610-2,7056
2600-2,7056
7675-1,7056
8100-1,7057
3525-2,7057
5990-1,7057
5300-1,7057
2600-1,7057
8900-2,7058
6063-1,7059
5990-1,7059
2030-2,7060
9070-1,7060
2625-1,7060
3850-2,7060
4600-1,7061
5900-1,7061
7650-1,7061
4850-1,7063
7485-1,7064
7200-1,7064
6500-1,7064
2625-1,7064
3850-2,7064
7610-1,7064
4600-1,7064
9027-1,7064
7690-1,7064
5300-1,7064
3850-1,7064
7610-2,7064
7650-1,7064
3800-1,7064
3300-1,7064
2170-1,7064
2600-1,7064
7700-2,7065
7700-1,7065
9027-1,7065
5300-1,7065
7610-2,7065
2170-1,7065
2600-1,7065
2030-2,7066
7700-1,7066
6063-1,7066
6063-2,7066
7610-2,7066
2170-1,7066
3300-1,7067
2030-2,7068
7200-2,7068
3850-2,7068
3850-1,7068
2170-1,7068
2600-1,7068
7700-2,7069
9070-1,7069
7700-1,7069
7200-2,7069
2625-1,7069
2600-2,7069
6300-1,7069
7650-1,7069
2170-1,7069
2600-1,7069
3525-1,7070
6500-1,7070
5300-1,7070
3300-1,7070
2600-1,7070
6500-1,7071
6063-1,7071
4600-1,7071
2625-1,7071
5300-1,7071
2600-1,7071
3525-1,7072
5990-1,7072
4600-1,7072
2625-1,7072
5300-1,7072
2600-1,7072
2600-1,7073
3300-1,7074
6500-2,7075
4300-1,7075
4300-2,7075
8000-1,7075
6063-2,7075
6500-1,7075
6063-1,7075
2600-2,7075
2625-1,7075
6300-1,7075
3800-1,7075
6800-2,7075
6800-1,7075
2600-1,7075
8900-1,7076
5350-1,7077
7485-1,7077
3525-1,7077
3525-2,7077
7700-2,7077
9027-2,7077
2030-1,7077
6500-2,7077
7675-2,7077
4300-1,7077
2650-1,7077
7700-1,7077
3800-2,7077
4300-2,7077
8000-1,7077
9027-1,7077
2600-2,7077
6300-1,7077
7650-1,7077
3800-1,7077
6800-2,7077
6800-1,7077
7675-1,7077
2600-1,7077
9070-1,7078
7700-1,7078
3850-1,7078
2625-1,7078
3300-1,7078
6800-1,7078
2170-1,7078
2600-1,7078
5990-2,7079
8100-1,7079
4850-1,7079
5350-1,7079
8900-1,7079
7700-2,7079
9027-2,7079
6500-2,7079
4950-2,7079
4300-1,7079
7610-1,7079
4300-2,7079
7700-1,7079
6063-2,7079
7690-1,7079
3850-2,7079
5990-1,7079
6500-1,7079
6063-1,7079
9027-1,7079
3850-1,7079
7610-2,7079
2600-2,7079
6300-1,7079
5300-1,7079
7650-1,7079
3300-1,7079
6800-2,7079
6800-1,7079
7675-1,7079
2170-1,7079
2600-1,7079
7675-2,7081
6500-2,7081
3800-2,7081
7610-1,7081
8000-1,7081
6063-2,7081
6500-1,7081
6063-1,7081
7610-2,7081
2600-2,7081
3800-1,7081
6800-2,7081
6800-1,7081
7675-1,7081
2600-1,7081
6000-1,7082
5550-2,7082
5550-1,7082
8900-1,7082
4300-1,7082
4300-2,7082
2030-1,7083
2600-1,7083
7200-1,7084
2170-1,7084
2600-1,7084
8900-1,7085
2600-1,7085
6300-1,7086
3300-1,7086
2170-1,7086
2600-1,7086
5300-2,7087
5990-1,7087
9027-1,7087
5300-1,7087
3300-1,7087
2170-1,7087
2600-1,7087
4850-1,7088
2030-2,7088
7675-1,7088
5990-2,7089
5990-1,7089
2170-1,7089
3850-2,7090
3850-1,7090
5300-2,7091
8900-1,7091
6500-2,7091
4300-1,7091
4300-2,7091
3850-2,7091
6500-1,7091
3850-1,7091
7650-1,7091
5300-1,7091
6800-2,7091
6800-1,7091
2170-1,7091
2600-1,7091
8900-2,7092
6800-2,7092
4950-1,7093
2600-1,7094
5990-2,7095
6800-2,7095
7610-2,7096
3850-1,7096
5900-1,7097
4600-1,7098
5900-1,7098
5900-1,7099
8200-1,7100
4600-1,7100
5990-1,7100
6500-1,7100
5300-1,7100
3300-1,7100
2600-1,7100
7485-1,7101
4950-1,7101
5300-2,7101
7675-2,7101
9027-1,7101
3800-1,7101
3300-1,7101
6800-1,7101
6800-2,7101
7675-1,7101
2170-1,7101
6063-1,7102
9070-1,7103
8900-1,7103
2170-1,7103
2600-1,7103
7200-1,7104
7200-2,7104
3850-2,7104
2600-2,7104
3850-1,7104
2600-1,7104
9027-2,7105
9070-1,7105
3800-2,7105
6500-2,7105
7610-1,7105
2625-1,7105
3850-2,7105
6500-1,7105
9027-1,7105
2600-2,7105
7650-1,7105
3800-1,7105
3850-1,7105
6800-1,7105
6800-2,7105
7675-1,7105
2600-1,7105
3850-1,7106
6800-1,7106
7610-1,7107
3850-1,7107
2600-1,7108
9070-1,7109
7690-2,7110
2650-1,7110
9027-2,7110
7700-1,7110
7690-1,7110
7610-1,7110
3300-1,7110
6800-2,7110
6800-1,7110
9027-2,7111
7700-1,7111
3300-1,7111
3300-1,7112
9027-2,7113
2625-1,7113
7600-1,7114
6000-1,7114
4950-1,7114
7690-1,7114
7700-1,7114
3850-1,7114
3300-1,7114
6800-1,7114
2170-1,7114
2600-1,7114
3300-1,7115
9028-1,7116
8200-1,7116
5900-1,7116
7700-1,7116
6300-1,7116
7610-2,7116
7650-1,7116
6800-2,7116
6800-1,7116
2170-1,7116
2600-1,7116
6000-1,7117
6063-2,7117
4850-1,7118
4950-2,7118
4950-1,7118
7610-2,7118
2600-1,7118
7600-1,7119
5350-1,7119
7700-2,7119
7200-1,7119
2650-1,7119
7200-2,7119
8000-1,7119
6063-2,7119
6063-1,7119
7610-1,7119
3850-2,7119
6300-1,7119
7610-2,7119
3850-1,7119
3300-1,7119
6800-2,7119
6800-1,7119
2170-1,7119
2600-1,7119
6300-1,7120
6800-2,7120
2600-1,7122
5300-2,7123
5300-1,7123
7610-2,7123
3300-1,7123
6800-1,7123
2170-1,7123
2600-1,7123
7675-2,7124
5300-2,7124
6500-2,7124
6500-1,7124
2600-2,7124
5300-1,7124
7675-1,7124
3300-1,7124
6800-2,7124
6800-1,7124
2170-1,7124
2600-1,7124
7600-1,7125
2030-2,7125
7700-2,7125
2650-1,7125
3800-2,7125
9027-2,7125
6500-2,7125
8000-1,7125
7610-1,7125
9027-1,7125
3850-2,7125
6500-1,7125
3800-1,7125
2600-2,7125
7650-1,7125
7610-2,7125
3850-1,7125
6800-2,7125
6800-1,7125
2600-1,7125
7600-1,7127
7700-2,7127
2650-1,7127
9070-1,7127
9027-2,7127
8000-1,7127
7610-1,7127
9027-1,7127
2170-1,7127
6000-1,7128
2030-1,7128
2030-2,7128
4950-2,7128
4600-1,7128
5900-1,7128
6800-2,7128
6800-1,7128
5990-1,7129
6500-1,7129
9027-1,7129
5300-1,7129
3300-1,7129
2600-1,7129
5350-1,7130
5300-2,7130
7610-2,7130
5300-1,7130
3300-1,7130
2170-1,7130
5300-2,7131
6500-2,7131
3850-2,7131
7610-1,7131
6500-1,7131
7610-2,7131
5300-1,7131
3850-1,7131
2600-1,7131
2600-1,7132
3525-1,7133
3525-2,7133
5900-1,7133
7650-1,7133
2600-1,7133
2030-1,7134
2030-2,7134
8900-1,7134
4300-1,7134
4300-2,7134
9027-2,7134
7700-1,7134
9027-1,7134
7610-2,7134
3300-1,7134
2170-1,7134
2600-1,7134
7690-1,7135
5300-2,7135
3800-1,7135
5300-1,7135
3300-1,7135
6800-1,7135
2170-1,7135
9028-1,7136
7690-1,7136
5300-2,7136
7650-1,7136
5300-1,7136
2170-1,7136
7700-1,7137
5900-1,7137
3300-1,7137
2170-1,7137
2600-1,7138
2600-1,7139
2650-1,7141
3300-1,7142
2600-1,7142
6063-2,7144
8000-1,7144
7610-1,7144
6300-1,7144
6800-2,7144
8100-1,7145
7600-1,7145
3525-2,7145
7675-2,7145
2030-2,7145
6063-2,7145
5990-1,7145
8000-1,7145
5900-1,7145
3850-2,7145
7610-1,7145
2600-2,7145
6300-1,7145
6800-2,7145
5550-1,7146
2600-2,7146
6800-2,7146
8200-1,7148
4850-1,7148
7690-1,7148
8000-1,7148
7610-1,7148
7610-2,7148
3850-1,7148
3300-1,7148
5550-2,7149
5350-1,7149
5550-1,7149
2625-1,7149
7610-2,7149
3300-1,7149
3525-1,7150
7600-1,7151
6500-1,7152